|index|name|gubun|price|menu1|menu2|menu3|menu4|address|phone|openingHour|detailInfo
356|356|레더라 압구정점|초콜릿전문점|5625|스위스클래식|스위스클래식 아이스|아메리카노|아메리카노 아이스|"
서울 강남구 논현로 865 1층
(지번) 신사동 581-3
"|02-544-3245|10:00 - 22:00|매장 내 식사
357|357|레드클라우드|맥주,호프|8750|스텔라 아르투아 330cc|기네스 440cc|파울라너 300cc|후렌치후라이|"
서울 강남구 압구정로10길 30-11
(지번) 신사동 524-25
"|02-516-3385|16:00 - 02:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
358|358|레이브릭스|카페|6125|아메리카노|플랫화이트|크림 커피|말차라떼|"
서울 강남구 논현로153길 46 1층
(지번) 신사동 555-13
"|02-545-5513|11:00 - 23:00|국민지원금
359|359|로바다야끼최군|이자카야|10000|로바다야끼|활가리비 구이|청어 소금구이|아보카도 치즈구이|"
서울 강남구 선릉로155길 29 신우빌딩 1층 102호
(지번) 신사동 656
"|02-542-0889|18:00 - 02:00|예약, 국민지원금
360|360|로바타탄요 압구정|일식당|18250|해산물|야채구이|닭구이|식사|"
서울 강남구 압구정로28길 49
(지번) 신사동 584-1
"|0507-1431-9667|17:00 - 24:00|주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
361|361|로지|이자카야|35500|모둠사시미 (소)|핸뺀튀김|차돌 세이로무시|오므라이스|"
서울 강남구 도산대로49길 10-3 1층
(지번) 신사동 653-12
"|02-542-9936|17:30 - 04:00|주차, 예약, 국민지원금
362|362|로프트|와인|90125|와인 (Bottle)|Glass Wine|까르보나라|쉬림프 크림 파스타|"
서울 강남구 강남대로152길 62 2층
(지번) 신사동 539-1
"|0507-1401-6639|17:00 - 02:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
363|363|롤링파스타 가로수길점|이탈리아음식|8100|매운 크림 파스타|트러플 크림 파스타|바질 페스토 크림 파스타|까르보나라|"
서울 강남구 가로수길 16 2층
(지번) 신사동 541-9
"|0507-1366-5688|11:30 - 21:00|포장, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
364|364|롱타임노씨 신사점|맥주,호프|16500|롱타임노씨(토마토 시금치 피자)|당산에서 목동까지(콤비네이션 피자)|핫한 만남(핫치킨청양고추 피자)|너 마늘 사랑해(갈릭 시금치 피자)|"
서울 강남구 강남대로152길 15 2층
(지번) 신사동 512-17
"|0507-1329-6463|17:00 - 02:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분
365|365|갓포우오|이자카야|35000|제철 사시미 모리아와세|차돌박이 탄탄나베|쿠로고마 가라아게|모찌리도후|"
서울 강남구 가로수길 55-4 지하1층
(지번) 신사동 533-14
"|010-7927-1487|17:30 - 01:30|단체석, 주차, 발렛파킹, 예약, 남/녀 화장실 구분
366|366|루307|이자카야|24875|꼬치구이 7종|창코나베|바지락술찜|야끼소바|"
서울 강남구 압구정로10길 30-7 1층
(지번) 신사동 524-21
"|02-6205-3007|17:30 - 24:00|단체석, 포장, 배달, 예약, 무선 인터넷
367|367|루비떡볶이|떡볶이|5875|새우깡떡볶이|루비떡볶이|모듬튀김A|소세지김밥|"
서울 강남구 선릉로153길 21
(지번) 신사동 653-2
"|02-516-7147|11:40 - 21:30|주차, 포장, 배달, 제로페이, 국민지원금
368|368|루위|중식당|79500|북경오리|북경오리 코스|평일런치suggest|평일런치 Friendship|"
서울 강남구 도산대로 211
(지번) 신사동 587-14
"|0507-1436-0018|11:30 - 22:00|생방송투데이 2656회, 20.09.10.2020년 9월 10일 바게트멘보샤/철
369|369|룽청|중식당|42250|칠리새우(소)|어향동고(소)|전복냉채(중)|세가지냉채(소)|"
서울 강남구 논현로152길 23 알파빌딩 1층
(지번) 신사동 589-9
"|02-512-0332|11:00 - 21:30|단체석, 주차, 발렛파킹, 포장, 예약, 남/녀 화장실 구분, 국민지원금
370|370|르포트13|양식|27750|프랑스식해물찜|버섯크림리조또|스파이시봉골레|빠에야|"
서울 강남구 압구정로4길 13-13 1층 101,102호
(지번) 신사동 525-13
"|0507-1376-1533|11:30 - 24:00|발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 제로페이, 국민지원금
371|371|리김밥 압구정본점|김밥|4500|야채김밥|매콤견과류김밥|참치김밥|참치에담치즈김밥|"
서울 강남구 압구정로30길 12 서원빌딩 1층
(지번) 신사동 610
"|02-548-5552|08:00 - 20:30|주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
372|372|리커테이션|와인|29500|와인|와인콜키지 1병|배달 & 외부음식||"
서울 강남구 압구정로10길 13 지하1층
(지번) 신사동 532-4
"|0507-1311-5337|18:00 - 24:00|단체석, 주차, 배달, 예약, 무선 인터넷, 제로페이, 국민지원금
373|373|리틀사이공 압구정본점|베트남음식|12000|짜죠|퍼 보2 미디엄|분짜|퍼 싸오|"
서울 강남구 언주로174길 26
(지번) 신사동 640-1
"|02-547-9050|11:30 - 22:00|주차, 발렛파킹, 포장, 배달, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
374|374|리틀인디아|인도음식|8500|베지 파코라(Veg. Pakaura)|Nan/난|탄두리 치킨 반 마리|씨프드-커리 (Seafood curr|"
서울 강남구 압구정로10길 43 3층
(지번) 신사동 534-17
"|02-511-1997|11:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷
375|375|마구로젠 신사점|생선회|59500|골드코스|점심참치회특정식|스페셜코스|로얄코스|"
서울 강남구 논현로151길 20 태화빌딩 1층
(지번) 신사동 562-14
"|0507-1401-8093|11:40 - 21:50|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
376|376|마리모|이자카야|23750|교자탕|오뎅탕|알탕|회덮밥|"
서울 강남구 도산대로49길 10-1
(지번) 신사동 653-14
"|02-545-5885|18:00 - 04:00|주차, 예약
377|377|마법갈비요술꼬치|육류,고기요리|8250|닭완자 꼬치|대파&닭|none|none|"
서울 강남구 선릉로157길 26 1,2층
(지번) 신사동 663-28
"|02-543-9289|18:00 - 02:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
378|378|마봉양꼬치 압구정점|양꼬치|19250|고급숙성 양갈비|마봉양꼬치|등심꼬치|꿔바로우(찹쌀탕수육)|"
서울 강남구 압구정로28길 22-10
(지번) 신사동 577-9
"|0507-1376-5250|15:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분, 제로페이, 국민지원금
379|379|마산옥|아귀찜,해물찜|52500|아구찜|아구수육|모듬찜|아구탕|"
서울 강남구 강남대로152길 9 1층
(지번) 신사동 512-20
"|02-544-7207|11:30 - 22:30|단체석, 포장, 예약, 국민지원금
380|380|마치마치 가로수길점|카페,디저트|4325|일월담 홍차|포케 자스민 녹차|우롱 철관음차|크림치즈 블랙티|"
서울 강남구 도산대로11길 25 1층
(지번) 신사동 517-29
"|02-545-0503|12:00 - 22:00|매장 내 식사
381|381|마크레인커피|카페|5375|아메리카노|카페라떼|콜드브루 아메리카노|초콜렛 라떼|"
서울 강남구 선릉로157길 23-5
(지번) 신사동 657-24
"|0507-1400-5202|10:00 - 21:00|단체석, 포장, 남/녀 화장실 구분, 국민지원금, 노트북/태블릿PC 사용 불가 주차 불가
382|382|맥도날드 신사역점|햄버거|5775|빅맥® 세트|맥스파이시® 상하이 버거 세트|1955 버거™ 세트|불고기 버거 세트|"
서울 강남구 도산대로 123 2층
(지번) 신사동 514-15
"|070-7204-4968|00:00 - 24:00|24시간
383|383|맥도날드 압구정CGV점|햄버거|5775|빅맥® 세트|맥스파이시® 상하이 버거 세트|1955 버거™ 세트|불고기 버거 세트|"
서울 강남구 논현로 848 지하1층, 1층
(지번) 신사동 603-2
"|070-7017-3350|08:00 - 24:00|매장 내 식사
384|384|메이드|스파게티,파스타전문|17125|아보카도 에그 베네딕트|한우 미트볼 스파게티|가지,모짜렐라 스파게티|치즈 리조또 튀김|"
서울 강남구 논현로175길 39 1층
(지번) 신사동 572-1
"|0507-1408-1074|11:00 - 22:00|단체석, 주차, 포장, 배달, 방문접수/출장, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 지역화폐(모바일형), 제로페이
385|385|명인등심 압구정직영점|육류,고기요리|35500|한우 특등심|시골된장죽|한우 등심 주물럭|한우 육사시미 (화수목 한정)|"
서울 강남구 도산대로 211
(지번) 신사동 587-15
"|0507-1448-5547|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이
386|386|모로미 도산공원점|이자카야|83000|특사시미 모리아와세大|스키야키|사시미 모리아와세大|한우 호우바 미소야끼|"
서울 강남구 언주로172길 30 신화빌딩 1층
(지번) 신사동 643-11
"|02-547-8310|17:00 - 02:00|단체석, 발렛파킹, 예약, 무선 인터넷
387|387|모즈|일식당|37500|사시미 6종 모리아와세|우나기 카바야끼|사시미 3종 모리아와세|나스덴카쿠|"
서울 강남구 언주로153길 10-5
(지번) 신사동 626-68
"|02-542-5048|17:30 - 23:00|발렛파킹, 포장, 예약
388|388|모퉁이흑미김밥|김밥|3875|참치김밥|모퉁이김밥|소고기김밥|더블치즈김밥|"
서울 강남구 도산대로27길 25 101호
(지번) 신사동 564-6
"|0507-1442-5555|07:30 - 20:00|국민지원금
389|389|몽고네|이탈리아음식|105000|쉐프 스페셜 시즌 코스 메뉴|성게알 어란 파스타|디너 Classico 코스|런치 Classico 코스|"
서울 강남구 선릉로155길 5 승승장구빌딩 1층
(지번) 신사동 665-11
"|02-540-0680|12:00 - 22:30|발렛파킹, 예약, 무선 인터넷
390|390|몽리|와인|30250|와인|피자|파스타|맥주|"
서울 강남구 가로수길 14-3 지상1층
(지번) 신사동 541-10
"|02-3443-2788|17:00 - 01:00|단체석, 발렛파킹, 예약, 무선 인터넷, 반려동물 동반, 국민지원금
391|391|무교동유정낙지 압구정직영점|낙지요리|24750|낙지볶음(한접시)|낙지탕수육|낙지튀김|연포탕|"
서울 강남구 논현로163길 10 베드로빌딩 1층
(지번) 신사동 570-6
"|02-543-3037|11:00 - 05:00|단체석, 주차, 포장, 남/녀 화장실 구분, 국민지원금
392|392|무니 압구정본점|카페,디저트|9125|바닐라쉐이크|아이스크림 라떼|아인슈페너|무니 아메리카노|"
서울 강남구 압구정로56길 16 1~4층
(지번) 신사동 664-22
"|010-9340-4466|09:00 - 22:00|포장, 남/녀 화장실 구분
393|393|무아|일식당|80000|디너 코스|주류 페어링|none|none|"
서울 강남구 논현로151길 33 2층
(지번) 신사동 561-21
"|0507-1346-3300|17:00 - 22:00|예약, 무선 인터넷
394|394|미노스|카페,디저트|5775|아메리카노|카페라떼|초코라떼|녹차라떼|"
서울 강남구 가로수길 80 한림빌딩 2층
(지번) 신사동 547-1
"|070-8818-4601|09:00 - 05:00|매장 내 식사
395|395|미라이|일식당|26250|사시미8종|마구로치즈아에|니싱이소베마끼|이베리코산쇼야끼|"
서울 강남구 논현로153길 24 끌레르빌1 1층
(지번) 신사동 557-25
"|0507-1410-0934|18:00 - 23:00|예약, 무선 인터넷, 남/녀 화장실 구분, 제로페이, 국민지원금
396|396|미미갈비|한식|25500|미미모둠400g|차돌된장라면|진갈비|깍뚝갈비|"
서울 강남구 강남대로158길 19 삼우빌딩 1층
(지번) 신사동 508-7
"|02-515-9293|17:00 - 21:00|매장 내 식사
397|397|미방 압구정점|육류,고기요리|36000|프리미엄프렌치|양갈비|스페셜양등심|갈비살|"
서울 강남구 논현로159길 9 동성빌딩 1층
(지번) 신사동 566-30
"|02-540-3660|12:00 - 23:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷
398|398|미켈러바|맥주,호프|14375|그린토스트|김치전|닭강정|미니버거와 감자튀김|"
서울 강남구 도산대로17길 33
(지번) 신사동 544-22
"|070-4231-4723|17:00 - 24:00|2015테이스티로드 40회, 15.11.21.2015년 11월 21일 새우장/연어
399|399|밀떡팩토리 본점|떡볶이|17000|RED 매콤달콤떡볶이|ROSE GARDEN 투움바떡볶이|BROWN 차돌떡볶이|BLACK 짜장떡볶이|"
서울 강남구 도산대로11길 21 1층
(지번) 신사동 516-9
"|0507-1302-3347|11:30 - 21:20|포장, 배달, 무선 인터넷
400|400|배스킨라빈스 세로수길점|아이스크림|19725|파인트|쿼터|하프갤론|패밀리|"
서울 강남구 도산대로11길 15 1층
(지번) 신사동 515-6
"|02-542-8613|10:00 - 23:00|매장 내 식사
401|401|뱅가|와인|30750|Cheese Cart|Spring Salad|Buratta Salad|Bruschetta|"
서울 강남구 언주로168길 6 현담원빌딩 지하 1층
(지번) 신사동 634-1
"|02-516-1761|18:00 - 01:30|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
402|402|버터풀&크리멀러스|베이커리|3950|버터풀 크로와상|바게트 앙뷔르|버터풀 크로와상 앙뷔르|클래식 마들렌|"
서울 강남구 언주로172길 59 삼두빌딩 1층
(지번) 신사동 662-11
"|0507-1485-2223|11:00 - 19:00|발렛파킹, 포장
403|403|베이징덕|오리요리|40750|베이징덕 구이 한마리|베이징덕 구이 반마리|모밀(1인분)|메밀(2인분)|"
서울 강남구 논현로 874
(지번) 신사동 610-1
"|02-512-5252|11:30 - 22:30|단체석, 주차, 포장, 예약, 국민지원금
404|404|병철이네쪽갈비|육류,고기요리|12500|쪽갈비(350g)|생껍데기(200g)|마약주먹밥|갈비김치찌개|"
서울 강남구 논현로152길 28
(지번) 신사동 588-5
"|02-3445-5558|16:00 - 24:00|발렛파킹, 예약, 국민지원금
405|405|보물선 신사본점|생선회|42750|(완도산)광어|우럭|모듬한상(대)|모듬한상(특대)|"
서울 강남구 강남대로152길 20
(지번) 신사동 514-1
"|02-511-9093|15:30 - 05:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 국민지원금
406|406|보바베어|바(BAR)|14250|Hookah|하우스와인|팝콘|나초|"
서울 강남구 가로수길 78 2층
(지번) 신사동 547-2
"|0507-1434-8585|15:00 - 01:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분
407|407|보울룸|다이어트,샐러드|5375|보울룸 시그니쳐|쉬림프타코|피쉬타코|또띠아 칩|"
서울 강남구 압구정로42길 36 금광아크존1 1층 103호
(지번) 신사동 635-14
"|0507-1351-0260|11:00 - 20:30|포장, 배달, 무선 인터넷, 남/녀 화장실 구분
408|408|본태|아시아음식|45000|Seong-ge Bibim-Bap Bansang|Odor-Don Bansang|KangHan Mulhoe Soba|Seong-ge Kim Bibim-Myun|"
서울 강남구 도산대로45길 14 1층
(지번) 신사동 650-16
"|02-545-2018|12:00 - 22:00|매장 내 식사 · 테이크아웃
409|409|부머스 도산점|카페|4500|아메리카노|에브리띵 쿠키|에그샐러드번|none|"
서울 강남구 압구정로46길 34
(지번) 신사동 644-21
"|0507-1360-4288|12:00 - 19:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 반려동물 동반
410|410|불공장|한식|40000|뭉티기|양지오드레기(한우)|오징어불고기|연화리쟁반|"
서울 강남구 강남대로156길 31-9 1층
(지번) 신사동 517-15
"|0507-1447-1236|17:00 - 02:00|단체석, 예약, 무선 인터넷, 남/녀 화장실 구분
411|411|붓처스컷 도산|양식|61000|프라임 티본 스테이크|클래식 콥 샐러드|랍스터 세비체|프렌치 어니언 스프|"
서울 강남구 신사동 623-4 1,2층

"|02-6952-5053|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분, 제로페이, 국민지원금
412|412|브리오슈도레 압구정역점|베이커리|7500|크루아상 B.E.L.T|크루아상 잠봉 샌드위치|햄치즈 바게트 샌드위치||"
서울 강남구 압구정로30길 51 I.S.A빌딩 1층 101호
(지번) 신사동 600
"|02-517-1113|08:00 - 21:00|주차, 포장, 무선 인터넷, 남/녀 화장실 구분
413|413|비비드|베이커리|5500|우유 크로넛|딥초코 크로넛|애플시나몬 크로넛|허니비 크로넛|"
서울 강남구 도산대로17길 44 1층 104호
(지번) 신사동 554-13
"|0507-1364-3711|12:00 - 20:00|생방송투데이 2939회, 21.11.23.2021년 11월 23일 크로넛
414|414|비스트로스파크|이탈리아음식|24000|뿔뽀 알리오|시칠리안 아란치니|트러플 치킨 크림 파스타|매콤한 칠리 토마토 리가토니|"
서울 강남구 압구정로 330 1층
(지번) 신사동 660-6
"|0507-1419-8986|15:00 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분
415|415|비엔나커피하우스 압구정극동타워점|카페|6500|아인슈페너|레체레체멜랑즈 (ICE)|아메리카노|깔루아 모카|"
서울 강남구 압구정로 152
(지번) 신사동 575
"|0507-1339-1683|08:00 - 22:00|단체석, 주차, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 장애인 편의시설, 국민지원금
416|416|빌라레코드|바(BAR)|25000|SOUL SEEK|Sweet 16|Natural High|Breathe|"
서울 강남구 도산대로15길 18 지하 2층
(지번) 신사동 540
"|02-703-6070|19:00 - 02:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분
417|417|빵어니스타 압구정점|베이커리|4500|비건 초코쌀타르트|비건 서리태두부 쌀케이크|비건 흑임자두부 쌀케이크|비건 말차 쌀파운드|"
서울 강남구 도산대로25길 43 1층
(지번) 신사동 553-25
"|02-546-7768|12:00 - 20:00|주차, 포장, 배달, 무선 인터넷, 제로페이, 국민지원금
418|418|사가라멘 가로수길점|일본식라면|8500|돈코츠라멘|카라이멘|돈부리류|차슈라멘|"
서울 강남구 강남대로156길 32 1층
(지번) 신사동 516-6
"|02-516-6775|11:00 - 22:00|포장, 제로페이, 국민지원금
419|419|사케리아잇콘|일식당|18000|사시미8종|우나기구이|오늘빚은야끼교자|고등어봉초밥|"
서울 강남구 언주로170길 28 2층
(지번) 신사동 644-15
"|02-543-9878|18:00 - 01:00|발렛파킹, 예약, 남/녀 화장실 구분
420|420|산호|해물,생선요리|55000|맡김차림(오마카세)|한우육회낙지탕탕이|돌문어숙회|꽃게탕|"
서울 강남구 논현로175길 111
(지번) 신사동 525-7
"|02-517-0035|11:30 - 23:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
421|421|살롱드애일리|양식|26000|트러플 라구 크림|채끝등심 스테이크|감베리로제|매생이 크림 리조또|"
서울 강남구 압구정로11길 37-53 애일리하우스 2층
(지번) 압구정동 379
"|0507-1394-4240|12:00 - 22:00|매장 내 식사
422|422|삼백집 가로수길직영점|국밥|9000|콩나물국밥|전주놋그릇비빔밥|해온반|사장님국밥|"
서울 강남구 도산대로17길 6
(지번) 신사동 561-11
"|02-6229-3100|10:00 - 21:00|주차, 남/녀 화장실 구분, 국민지원금
423|423|삼정하누 도산공원점|소고기구이|43200|샤토브리앙(150g)|안심(150g)|꽃등심 (150g)|안심추리(150g)|"
서울 강남구 언주로170길 20 1층
(지번) 신사동 644-5
"|02-3443-0045|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 반려동물 동반, 남/녀 화장실 구분, 지역화폐(모바일형), 제로페이, 국민지원금
424|424|삼화식당1972 본점|육류,고기요리|17000|새조개 삼함|갑오징어 삼합|쭈꾸미 삼합|삼화 장미살|"
서울 강남구 강남대로152길 15
(지번) 신사동 512-17
"|02-540-1972|11:30 - 22:00|단체석, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(지류형), 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
425|425|삿뽀로 압구정점|일식당|42000|사모님정식|런치스페셜C|주말가족특선C|디너코스D|"
서울 강남구 압구정로30길 51 I.S.A 빌딩 지하 101호
(지번) 신사동 600
"|02-514-7767|11:30 - 22:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 남/녀 화장실 구분
426|426|생활맥주 압구정로데오점|맥주,호프|19000|생활 부대 떡볶이|앵그리버드|앵그리버드와 감자|앵그리버드 레드|"
서울 강남구 압구정로50길 5-12
(지번) 신사동 661-10
"|02-515-8679|16:30 - 01:00|단체석, 포장, 무선 인터넷, 지역화폐(카드형), 지역화폐(모바일형), 제로페이, 국민지원금
427|427|설매네|한식|22000|보쌈|탕평채|굴전|시골국밥|"
서울 강남구 압구정로30길 23 지하1층
(지번) 신사동 609-1
"|02-548-0090|11:30 - 22:30|단체석, 포장, 예약, 국민지원금
428|428|성하루|중식당|10000|마라탕면|우육탕면|마파두부밥|XO게살볶음밥|"
서울 강남구 압구정로4길 13-17 2층
(지번) 신사동 525-24
"|02-540-5013|11:00 - 22:00|단체석, 발렛파킹, 포장, 예약, 무선 인터넷, 국민지원금
429|429|세광양대창 신사역가로수길점|곱창,막창,양|27000|모듬구이|곱창전골|꽃대창|대창구이|"
서울 강남구 도산대로1길 24 1층 102호
(지번) 신사동 510
"|02-543-2363|15:00 - 24:00|단체석, 주차, 발렛파킹, 포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
430|430|소나무|소고기구이|22000|한우소갈비살(소금,양념)|한우안창살|한우채끝등심|된장찌개|"
서울 강남구 압구정로28길 22-9
(지번) 신사동 576-3
"|0507-1408-0154|16:30 - 22:00|단체석, 주차, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
431|431|솔빈덕|핫도그|14000|솔빈덕|비프덕|에그솔빈덕|쓰벌덕|"
서울 강남구 도산대로51길 40
(지번) 신사동 657-32
"|010-9466-3419|18:00 - 05:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
432|432|송옥 압구정분점|한식|8000|판메밀|면1판추가|온메밀|비빔메밀|"
서울 강남구 언주로172길 62 한수빌딩 1층
(지번) 신사동 663-18
"|02-515-3297|11:30 - 20:30|매장 내 식사, 테이크 아웃
433|433|수린|소고기구이|180000|수린코스|none|none|none|"
서울 강남구 언주로164길 24 3층
(지번) 신사동 649-7
"|02-515-9220|17:30 - 22:00|단체석, 발렛파킹, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
434|434|수퍼판|퓨전음식|22000|서리태 마스카포네 치즈|서리태마스카포네,레이즌버터,마리나또|시래기 페스토 구운두부|문어아보카도|"
서울 강남구 논현로167길 15 휴에프빌딩 2층
(지번) 신사동 570-3
"|02-515-3848|12:00 - 21:30|주차, 발렛파킹, 포장, 예약, 무선 인터넷, 국민지원금
435|435|순정족발 신사본점|족발,보쌈|39000|막국수,주먹밥세트||족발/보쌈세트(소)|반반족발(대)|"
서울 강남구 강남대로154길 25 1층
(지번) 신사동 511-11
"|0507-1476-8257|16:30 - 04:30|포장, 배달, 예약, 무선 인터넷, 남/녀 화장실 구분, 지역화폐(카드형), 제로페이, 국민지원금
436|436|슈바빙|맥주,호프|27000|슈바빙 플레이트|페퍼로니 피자|치킨 플레이트|하몽 멜론 플레이트|"
서울 강남구 압구정로48길 34
(지번) 신사동 642-15
"|02-545-7417|15:00 - 24:00|단체석, 발렛파킹, 무선 인터넷, 남/녀 화장실 구분
437|437|슈퍼커피 압구정로데오점|카페|4900|에스프레소|아메리카노|카페라떼|카푸치노|"
서울 강남구 선릉로157길 23
(지번) 신사동 657-19
"|02-516-0858|08:00 - 23:00|포장, 배달, 국민지원금
438|438|스시류코|일식당|110000|점심 오마카세|저녁 오마카세|none|none|"
서울 강남구 도산대로49길 6-10 1층
(지번) 신사동 652-11
"|02-543-7477|12:00 - 22:00|주차, 포장, 예약, 국민지원금
439|439|스시시미즈|초밥,롤|100000|런치 오마카세|디너 오마카세|none|none|"
서울 강남구 언주로152길 11-3 지하1층
(지번) 신사동 631-18
"|0507-1431-0887|12:00 - 21:30|단체석, 발렛파킹, 예약
440|440|스시에비스|초밥,롤|78000|런치 오마카세|디너 스시 오마카세|런치 룸 스시코스|런치 룸 오마카세|"
서울 강남구 압구정로28길 22 1층 103호
(지번) 신사동 577-7
"|02-6012-0045|12:00 - 22:00|단체석, 주차, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분, 국민지원금
441|441|스시우찌|초밥,롤|18000|특선스시 12ps|연어스시 10ps|스페셜스시 12ps|vip스시 14ps|"
서울 강남구 압구정로46길 5-6 압구정로데오스타 1층 106호
(지번) 신사동 660-17
"|0507-1439-6999|11:30 - 22:00|주차, 포장, 배달, 예약, 남/녀 화장실 구분, 제로페이, 국민지원금
442|442|스시인|초밥,롤|190000|스시 오마카세 1인|사시미 오마카세 1인|점심 특선 스시 오마카세|none|"
서울 강남구 압구정로42길 49 3층
(지번) 신사동 645-28
"|02-543-7636|17:00 - 22:00|발렛파킹, 예약
443|443|스시카이세이|초밥,롤|150000|런치 오마카세|디너 오마카세|none|none|"
서울 강남구 언주로170길 8 1층
(지번) 신사동 635-8
"|02-515-2700|11:30 - 22:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷, 남/녀 화장실 구분
444|444|스시코마츠|초밥,롤|150000|런치 오마카세|디너 오마카세|none|none|"
서울 강남구 언주로165길 7-10
(지번) 신사동 624-19
"|02-515-1177|11:30 - 22:30|단체석, 주차, 발렛파킹, 포장, 예약, 무선 인터넷
445|445|스시킨|일식당|90000|점심 정식A|점심 정식 B|특스시(생선초밥코스/점심메뉴)|오마카세(조리장 추천코스)|"
서울 강남구 선릉로161길 6
(지번) 신사동 664-3
"|02-518-2057|11:30 - 22:00|매장 내 식사, 배달이 안됨
446|446|스쿠로|이탈리아 요리|22000|탈리아텔레 알 라구 볼로네제|스파게티 콘 모르타델라|라자냐 데 카르네|스파게티 알리오 에 올리오|"
서울 강남구 도산대로17길 31
(지번) 신사동 544-21
"|02-511-1731|18:00 - 11:00|매장 내 식사, 배달이 안됨
447|447|스타벅스 가로수길점|카페,디저트|7000|카페 아메리카노|카페 드로잉 말차라떼|무화과 햄 바게트 샌드위치|한입에 쏙 고구마|"
서울 강남구 논현로175길 94 임도빌딩 1층
(지번) 신사동 529-10
"|1522-3232|11:30 - 22:30|매장 내 식사 · 테이크아웃
448|448|스타벅스 신사가로수점|카페,디저트|7000|카페 아메리카노|카페 드로잉 말차라떼|무화과 햄 바게트 샌드위치|한입에 쏙 고구마|"
서울 강남구 가로수길 59
(지번) 신사동 533-11
"|1522-3232|11:30 - 22:30|매장 내 식사 · 테이크아웃
449|449|스타벅스 신압구정점|카페,디저트|7000|카페 아메리카노|카페 드로잉 말차라떼|무화과 햄 바게트 샌드위치|한입에 쏙 고구마|"
서울 강남구 언주로174길 29
(지번) 신사동 639-7
"|1522-3232|11:30 - 22:30|매장 내 식사 · 테이크아웃
450|450|스타벅스 압구정|카페,디저트|7000|카페 아메리카노|카페 드로잉 말차라떼|무화과 햄 바게트 샌드위치|한입에 쏙 고구마|"
서울 강남구 압구정로30길 17
(지번) 신사동 609
"|1522-3232|11:30 - 22:30|매장 내 식사 · 테이크아웃
451|451|스타벅스 압구정R점|카페,디저트|7000|카페 아메리카노|카페 드로잉 말차라떼|무화과 햄 바게트 샌드위치|한입에 쏙 고구마|"
서울 강남구 언주로 861
(지번) 신사동 621-1
"|1522-3232|11:30 - 22:30|매장 내 식사 · 테이크아웃
